epi_week,disease,no._of_cases
2012-W27,Meningococcal Infection,0
2012-W27,Mumps,8
2012-W27,Nipah virus infection,0
2012-W27,Paratyphoid,3
2012-W27,Pertussis,1
2012-W27,Plague,0
2012-W27,Pneumococcal Disease (invasive),6
2012-W27,Poliomyelitis,0
2012-W27,Rubella,1
2012-W27,Salmonellosis(non-enteric fevers),27
2012-W27,SARS,0
2012-W27,Typhoid,3
2012-W27,Viral Hepatitis A,3
2012-W27,Viral Hepatitis E,4
2012-W27,Yellow Fever,0
2012-W28,Acute Viral hepatitis B,1
2012-W28,Acute Viral hepatitis C,0
2012-W28,Avian Influenza,0
2012-W28,Campylobacterenterosis,10
2012-W28,Chikungunya Fever,0
2012-W28,Cholera,1
2012-W28,Dengue Fever,131
2012-W28,Dengue Haemorrhagic Fever,1
2012-W28,Diphtheria,0
2012-W28,Encephalitis,0
2012-W28,Haemophilus influenzae type b,1
2012-W28,"Hand, Foot Mouth Disease",681
2012-W28,Legionellosis,0
2012-W28,Malaria,6
2012-W28,Measles,0
2012-W28,Melioidosis,0
2012-W28,Meningococcal Infection,0
2012-W28,Mumps,12
2012-W28,Nipah virus infection,0
2012-W28,Paratyphoid,1
2012-W28,Pertussis,1
2012-W28,Plague,0
2012-W28,Pneumococcal Disease (invasive),2
2012-W28,Poliomyelitis,0
2012-W28,Rubella,5
2012-W28,Salmonellosis(non-enteric fevers),17
2012-W28,SARS,0
2012-W28,Typhoid,0
2012-W28,Viral Hepatitis A,2
2012-W28,Viral Hepatitis E,5
2012-W28,Yellow Fever,0
2012-W29,Acute Viral hepatitis B,1
2012-W29,Acute Viral hepatitis C,0
2012-W29,Avian Influenza,0
2012-W29,Campylobacterenterosis,4
2012-W29,Chikungunya Fever,0
2012-W29,Cholera,0
2012-W29,Dengue Fever,124
2012-W29,Dengue Haemorrhagic Fever,1
2012-W29,Diphtheria,0
2012-W29,Encephalitis,0
2012-W29,Haemophilus influenzae type b,0
2012-W29,"Hand, Foot Mouth Disease",754
2012-W29,Legionellosis,1
2012-W29,Malaria,9
2012-W29,Measles,1
2012-W29,Melioidosis,0
2012-W29,Meningococcal Infection,0
2012-W29,Mumps,9
2012-W29,Nipah virus infection,0
2012-W29,Paratyphoid,1
2012-W29,Pertussis,0
2012-W29,Plague,0
2012-W29,Pneumococcal Disease (invasive),3
2012-W29,Poliomyelitis,0
2012-W29,Rubella,0
2012-W29,Salmonellosis(non-enteric fevers),25
2012-W29,SARS,0
2012-W29,Typhoid,2
2012-W29,Viral Hepatitis A,4
2012-W29,Viral Hepatitis E,4
2012-W29,Yellow Fever,0
2012-W30,Acute Viral hepatitis B,0
2012-W30,Acute Viral hepatitis C,0
2012-W30,Avian Influenza,0
2012-W30,Campylobacterenterosis,11
2012-W30,Chikungunya Fever,0
2012-W30,Cholera,0
2012-W30,Dengue Fever,110
2012-W30,Dengue Haemorrhagic Fever,0
2012-W30,Diphtheria,0
2012-W30,Encephalitis,0
2012-W30,Haemophilus influenzae type b,0
2012-W30,"Hand, Foot Mouth Disease",868
2012-W30,Legionellosis,2
2012-W30,Malaria,2
2012-W30,Measles,0
2012-W30,Melioidosis,0
2012-W30,Meningococcal Infection,0
2012-W30,Mumps,7
2012-W30,Nipah virus infection,0
2012-W30,Paratyphoid,1
2012-W30,Pertussis,0
2012-W30,Plague,0
2012-W30,Pneumococcal Disease (invasive),4
2012-W30,Poliomyelitis,0
2012-W30,Rubella,1
2012-W30,Salmonellosis(non-enteric fevers),28
2012-W30,SARS,0
2012-W30,Typhoid,0
2012-W30,Viral Hepatitis A,2
2012-W30,Viral Hepatitis E,0
2012-W30,Yellow Fever,0
2012-W31,Acute Viral hepatitis B,0
2012-W31,Acute Viral hepatitis C,0
2012-W31,Avian Influenza,0
2012-W31,Campylobacterenterosis,7
2012-W31,Chikungunya Fever,0
2012-W31,Cholera,0
2012-W31,Dengue Fever,94
2012-W31,Dengue Haemorrhagic Fever,0
2012-W31,Diphtheria,0
2012-W31,Encephalitis,0
2012-W31,Haemophilus influenzae type b,0
2012-W31,"Hand, Foot Mouth Disease",748
2012-W31,Legionellosis,1
2012-W31,Malaria,5
2012-W31,Measles,0
2012-W31,Melioidosis,0
2012-W31,Meningococcal Infection,0
2012-W31,Mumps,11
2012-W31,Nipah virus infection,0
2012-W31,Paratyphoid,1
2012-W31,Pertussis,0
2012-W31,Plague,0
2012-W31,Pneumococcal Disease (invasive),2
2012-W31,Poliomyelitis,0
2012-W31,Rubella,0
2012-W31,Salmonellosis(non-enteric fevers),39
2012-W31,SARS,0
2012-W31,Typhoid,0
2012-W31,Viral Hepatitis A,4
2012-W31,Viral Hepatitis E,1
2012-W31,Yellow Fever,0
2012-W32,Acute Viral hepatitis B,2
2012-W32,Acute Viral hepatitis C,0
2012-W32,Avian Influenza,0
2012-W32,Campylobacterenterosis,1
2012-W32,Chikungunya Fever,0
2012-W32,Cholera,0
2012-W32,Dengue Fever,127
2012-W32,Dengue Haemorrhagic Fever,0
2012-W32,Diphtheria,0
2012-W32,Encephalitis,0
2012-W32,Haemophilus influenzae type b,0
2012-W32,"Hand, Foot Mouth Disease",628
2012-W32,Legionellosis,2
2012-W32,Malaria,4
2012-W32,Measles,1
2012-W32,Melioidosis,0
2012-W32,Meningococcal Infection,0
2012-W32,Mumps,11
2012-W32,Nipah virus infection,0
2012-W32,Paratyphoid,0
2012-W32,Pertussis,0
2012-W32,Plague,0
2012-W32,Pneumococcal Disease (invasive),6
2012-W32,Poliomyelitis,0
2012-W32,Rubella,1
2012-W32,Salmonellosis(non-enteric fevers),28
2012-W32,SARS,0
2012-W32,Typhoid,1
2012-W32,Viral Hepatitis A,3
2012-W32,Viral Hepatitis E,0
2012-W32,Yellow Fever,0
2012-W33,Acute Viral hepatitis B,1
2012-W33,Acute Viral hepatitis C,0
2012-W33,Avian Influenza,0
2012-W33,Campylobacterenterosis,10
2012-W33,Chikungunya Fever,0
2012-W33,Cholera,0
2012-W33,Dengue Fever,115
2012-W33,Dengue Haemorrhagic Fever,0
2012-W33,Diphtheria,0
2012-W33,Encephalitis,0
2012-W33,Haemophilus influenzae type b,0
2012-W33,"Hand, Foot Mouth Disease",573
2012-W33,Legionellosis,0
2012-W33,Malaria,4
2012-W33,Measles,0
2012-W33,Melioidosis,2
2012-W33,Meningococcal Infection,0
2012-W33,Mumps,7
2012-W33,Nipah virus infection,0
2012-W33,Paratyphoid,1
2012-W33,Pertussis,0
2012-W33,Plague,0
2012-W33,Pneumococcal Disease (invasive),4
2012-W33,Poliomyelitis,0
2012-W33,Rubella,2
2012-W33,Salmonellosis(non-enteric fevers),33
2012-W33,SARS,0
2012-W33,Typhoid,3
2012-W33,Viral Hepatitis A,4
2012-W33,Viral Hepatitis E,5
2012-W33,Yellow Fever,0
2012-W34,Acute Viral hepatitis B,1
2012-W34,Acute Viral hepatitis C,0
2012-W34,Avian Influenza,0
2012-W34,Campylobacterenterosis,7
2012-W34,Chikungunya Fever,0
2012-W34,Cholera,0
2012-W34,Dengue Fever,92
2012-W34,Dengue Haemorrhagic Fever,0
2012-W34,Diphtheria,0
2012-W34,Encephalitis,1
2012-W34,Haemophilus influenzae type b,0
2012-W34,"Hand, Foot Mouth Disease",497
2012-W34,Legionellosis,0
2012-W34,Malaria,4
2012-W34,Measles,1
2012-W34,Melioidosis,2
2012-W34,Meningococcal Infection,0
2012-W34,Mumps,15
2012-W34,Nipah virus infection,0
2012-W34,Paratyphoid,2
2012-W34,Pertussis,1
2012-W34,Plague,0
2012-W34,Pneumococcal Disease (invasive),3
2012-W34,Poliomyelitis,0
2012-W34,Rubella,0
2012-W34,Salmonellosis(non-enteric fevers),25
2012-W34,SARS,0
2012-W34,Typhoid,1
2012-W34,Viral Hepatitis A,2
2012-W34,Viral Hepatitis E,1
2012-W34,Yellow Fever,0
2012-W35,Acute Viral hepatitis B,2
2012-W35,Acute Viral hepatitis C,0
2012-W35,Avian Influenza,0
2012-W35,Campylobacterenterosis,11
2012-W35,Chikungunya Fever,0
2012-W35,Cholera,0
2012-W35,Dengue Fever,102
2012-W35,Dengue Haemorrhagic Fever,0
2012-W35,Diphtheria,0
2012-W35,Encephalitis,0
2012-W35,Haemophilus influenzae type b,0
2012-W35,"Hand, Foot Mouth Disease",501
2012-W35,Legionellosis,0
2012-W35,Malaria,1
2012-W35,Measles,1
2012-W35,Melioidosis,0
2012-W35,Meningococcal Infection,0
2012-W35,Mumps,13
2012-W35,Nipah virus infection,0
2012-W35,Paratyphoid,2
2012-W35,Pertussis,0
2012-W35,Plague,0
2012-W35,Pneumococcal Disease (invasive),5
2012-W35,Poliomyelitis,0
2012-W35,Rubella,3
2012-W35,Salmonellosis(non-enteric fevers),42
2012-W35,SARS,0
2012-W35,Typhoid,1
2012-W35,Viral Hepatitis A,3
2012-W35,Viral Hepatitis E,0
2012-W35,Yellow Fever,0
2012-W36,Acute Viral hepatitis B,1
2012-W36,Acute Viral hepatitis C,0
2012-W36,Avian Influenza,0
2012-W36,Campylobacterenterosis,9
2012-W36,Chikungunya Fever,0
2012-W36,Cholera,0
2012-W36,Dengue Fever,75
2012-W36,Dengue Haemorrhagic Fever,1
2012-W36,Diphtheria,0
2012-W36,Encephalitis,0
2012-W36,Haemophilus influenzae type b,0
2012-W36,"Hand, Foot Mouth Disease",540
2012-W36,Legionellosis,0
2012-W36,Malaria,1
2012-W36,Measles,0
2012-W36,Melioidosis,2
2012-W36,Meningococcal Infection,0
2012-W36,Mumps,7
2012-W36,Nipah virus infection,0
2012-W36,Paratyphoid,1
2012-W36,Pertussis,0
2012-W36,Plague,0
2012-W36,Pneumococcal Disease (invasive),0
2012-W36,Poliomyelitis,0
2012-W36,Rubella,0
2012-W36,Salmonellosis(non-enteric fevers),28
2012-W36,SARS,0
2012-W36,Typhoid,0
2012-W36,Viral Hepatitis A,3
2012-W36,Viral Hepatitis E,1
2012-W36,Yellow Fever,0
2012-W37,Acute Viral hepatitis B,1
2012-W37,Acute Viral hepatitis C,0
2012-W37,Avian Influenza,0
2012-W37,Campylobacterenterosis,13
2012-W37,Chikungunya Fever,0
2012-W37,Cholera,0
2012-W37,Dengue Fever,73
2012-W37,Dengue Haemorrhagic Fever,1
2012-W37,Diphtheria,0
2012-W37,Encephalitis,0
2012-W37,Haemophilus influenzae type b,0
2012-W37,"Hand, Foot Mouth Disease",567
2012-W37,Legionellosis,1
2012-W37,Malaria,1
2012-W37,Measles,0
2012-W37,Melioidosis,0
2012-W37,Meningococcal Infection,0
2012-W37,Mumps,10
2012-W37,Nipah virus infection,0
2012-W37,Paratyphoid,0
2012-W37,Pertussis,0
2012-W37,Plague,0
2012-W37,Pneumococcal Disease (invasive),3
2012-W37,Poliomyelitis,0
2012-W37,Rubella,0
2012-W37,Salmonellosis(non-enteric fevers),38
2012-W37,SARS,0
2012-W37,Typhoid,2
2012-W37,Viral Hepatitis A,3
2012-W37,Viral Hepatitis E,7
2012-W37,Yellow Fever,0
2012-W38,Acute Viral hepatitis B,4
2012-W38,Acute Viral hepatitis C,0
2012-W38,Avian Influenza,0
2012-W38,Campylobacterenterosis,15
2012-W38,Chikungunya Fever,0
2012-W38,Cholera,0
2012-W38,Dengue Fever,72
2012-W38,Dengue Haemorrhagic Fever,0
2012-W38,Diphtheria,0
2012-W38,Encephalitis,2
2012-W38,Haemophilus influenzae type b,0
2012-W38,"Hand, Foot Mouth Disease",582
2012-W38,Legionellosis,2
2012-W38,Malaria,5
2012-W38,Measles,1
2012-W38,Melioidosis,1
2012-W38,Meningococcal Infection,0
2012-W38,Mumps,9
2012-W38,Nipah virus infection,0
2012-W38,Paratyphoid,0
2012-W38,Pertussis,0
2012-W38,Plague,0
2012-W38,Pneumococcal Disease (invasive),4
2012-W38,Poliomyelitis,0
2012-W38,Rubella,0
2012-W38,Salmonellosis(non-enteric fevers),37
2012-W38,SARS,0
2012-W38,Typhoid,1
2012-W38,Viral Hepatitis A,5
2012-W38,Viral Hepatitis E,2
2012-W38,Yellow Fever,0
2012-W39,Acute Viral hepatitis B,1
2012-W39,Acute Viral hepatitis C,0
2012-W39,Avian Influenza,0
2012-W39,Campylobacterenterosis,10
2012-W39,Chikungunya Fever,0
2012-W39,Cholera,0
2012-W39,Dengue Fever,99
2012-W39,Dengue Haemorrhagic Fever,1
2012-W39,Diphtheria,0
2012-W39,Encephalitis,2
2012-W39,Haemophilus influenzae type b,0
2012-W39,"Hand, Foot Mouth Disease",482
2012-W39,Legionellosis,0
2012-W39,Malaria,4
2012-W39,Measles,2
2012-W39,Melioidosis,1
2012-W39,Meningococcal Infection,0
2012-W39,Mumps,7
2012-W39,Nipah virus infection,0
2012-W39,Paratyphoid,1
2012-W39,Pertussis,0
2012-W39,Plague,0
2012-W39,Pneumococcal Disease (invasive),3
2012-W39,Poliomyelitis,0
2012-W39,Rubella,1
2012-W39,Salmonellosis(non-enteric fevers),35
2012-W39,SARS,0
2012-W39,Typhoid,0
2012-W39,Viral Hepatitis A,4
2012-W39,Viral Hepatitis E,2
2012-W39,Yellow Fever,0
2012-W40,Acute Viral hepatitis B,0
2012-W40,Acute Viral hepatitis C,1
2012-W40,Avian Influenza,0
2012-W40,Campylobacterenterosis,14
2012-W40,Chikungunya Fever,1
2012-W40,Cholera,0
2012-W40,Dengue Fever,103
2012-W40,Dengue Haemorrhagic Fever,1
2012-W40,Diphtheria,0
2012-W40,Encephalitis,2
2012-W40,Haemophilus influenzae type b,0
2012-W40,"Hand, Foot Mouth Disease",437
2012-W40,Legionellosis,0
2012-W40,Malaria,3
2012-W40,Measles,0
2012-W40,Melioidosis,2
2012-W40,Meningococcal Infection,0
2012-W40,Mumps,10
2012-W40,Nipah virus infection,0
2012-W40,Paratyphoid,0
2012-W40,Pertussis,0
2012-W40,Plague,0
2012-W40,Pneumococcal Disease (invasive),4
2012-W40,Poliomyelitis,0
2012-W40,Rubella,0
2012-W40,Salmonellosis(non-enteric fevers),31
2012-W40,SARS,0
2012-W40,Typhoid,2
2012-W40,Viral Hepatitis A,1
2012-W40,Viral Hepatitis E,2
2012-W40,Yellow Fever,0
2012-W41,Acute Viral hepatitis B,2
2012-W41,Acute Viral hepatitis C,0
2012-W41,Avian Influenza,0
2012-W41,Campylobacterenterosis,12
2012-W41,Chikungunya Fever,1
2012-W41,Cholera,0
2012-W41,Dengue Fever,122
2012-W41,Dengue Haemorrhagic Fever,1
2012-W41,Diphtheria,0
2012-W41,Encephalitis,1
2012-W41,Haemophilus influenzae type b,0
2012-W41,"Hand, Foot Mouth Disease",376
2012-W41,Legionellosis,0
2012-W41,Malaria,3
2012-W41,Measles,0
2012-W41,Melioidosis,0
2012-W41,Meningococcal Infection,0
2012-W41,Mumps,7
2012-W41,Nipah virus infection,0
2012-W41,Paratyphoid,0
2012-W41,Pertussis,0
2012-W41,Plague,0
2012-W41,Pneumococcal Disease (invasive),2
2012-W41,Poliomyelitis,0
2012-W41,Rubella,0
2012-W41,Salmonellosis(non-enteric fevers),23
2012-W41,SARS,0
2012-W41,Typhoid,1
2012-W41,Viral Hepatitis A,4
2012-W41,Viral Hepatitis E,2
2012-W41,Yellow Fever,0
2012-W42,Acute Viral hepatitis B,3
2012-W42,Acute Viral hepatitis C,0
2012-W42,Avian Influenza,0
2012-W42,Campylobacterenterosis,10
2012-W42,Chikungunya Fever,2
2012-W42,Cholera,0
2012-W42,Dengue Fever,105
2012-W42,Dengue Haemorrhagic Fever,0
2012-W42,Diphtheria,0
2012-W42,Encephalitis,0
2012-W42,Haemophilus influenzae type b,0
2012-W42,"Hand, Foot Mouth Disease",341
2012-W42,Legionellosis,0
2012-W42,Malaria,5
2012-W42,Measles,0
2012-W42,Melioidosis,1
2012-W42,Meningococcal Infection,0
2012-W42,Mumps,5
2012-W42,Nipah virus infection,0
2012-W42,Paratyphoid,1
2012-W42,Pertussis,0
2012-W42,Plague,0
2012-W42,Pneumococcal Disease (invasive),2
2012-W42,Poliomyelitis,0
2012-W42,Rubella,1
2012-W42,Salmonellosis(non-enteric fevers),24
2012-W42,SARS,0
2012-W42,Typhoid,1
2012-W42,Viral Hepatitis A,1
2012-W42,Viral Hepatitis E,1
2012-W42,Yellow Fever,0
2012-W43,Acute Viral hepatitis B,1
2012-W43,Acute Viral hepatitis C,0
2012-W43,Avian Influenza,0
2012-W43,Campylobacterenterosis,12
2012-W43,Chikungunya Fever,1
2012-W43,Cholera,0
2012-W43,Dengue Fever,84
2012-W43,Dengue Haemorrhagic Fever,0
2012-W43,Diphtheria,0
2012-W43,Encephalitis,1
2012-W43,Haemophilus influenzae type b,0
2012-W43,"Hand, Foot Mouth Disease",325
2012-W43,Legionellosis,0
2012-W43,Malaria,5
2012-W43,Measles,0
2012-W43,Melioidosis,2
2012-W43,Meningococcal Infection,0
2012-W43,Mumps,7
2012-W43,Nipah virus infection,0
2012-W43,Paratyphoid,0
2012-W43,Pertussis,0
2012-W43,Plague,0
2012-W43,Pneumococcal Disease (invasive),2
2012-W43,Poliomyelitis,0
2012-W43,Rubella,2
2012-W43,Salmonellosis(non-enteric fevers),26
2012-W43,SARS,0
2012-W43,Typhoid,1
2012-W43,Viral Hepatitis A,3
2012-W43,Viral Hepatitis E,1
2012-W43,Yellow Fever,0
2012-W44,Acute Viral hepatitis B,1
2012-W44,Acute Viral hepatitis C,0
2012-W44,Avian Influenza,0
2012-W44,Campylobacterenterosis,13
2012-W44,Chikungunya Fever,1
2012-W44,Cholera,0
2012-W44,Dengue Fever,104
2012-W44,Dengue Haemorrhagic Fever,0
2012-W44,Diphtheria,0
2012-W44,Encephalitis,1
2012-W44,Haemophilus influenzae type b,0
2012-W44,"Hand, Foot Mouth Disease",265
2012-W44,Legionellosis,0
2012-W44,Malaria,1
2012-W44,Measles,2
2012-W44,Melioidosis,0
2012-W44,Meningococcal Infection,0
2012-W44,Mumps,11
2012-W44,Nipah virus infection,0
2012-W44,Paratyphoid,0
2012-W44,Pertussis,0
2012-W44,Plague,0
2012-W44,Pneumococcal Disease (invasive),7
2012-W44,Poliomyelitis,0
2012-W44,Rubella,2
2012-W44,Salmonellosis(non-enteric fevers),27
2012-W44,SARS,0
2012-W44,Typhoid,0
2012-W44,Viral Hepatitis A,2
2012-W44,Viral Hepatitis E,1
2012-W44,Yellow Fever,0
2012-W45,Acute Viral hepatitis B,0
2012-W45,Acute Viral hepatitis C,0
2012-W45,Avian Influenza,0
2012-W45,Campylobacterenterosis,10
2012-W45,Chikungunya Fever,0
2012-W45,Cholera,0
2012-W45,Dengue Fever,99
2012-W45,Dengue Haemorrhagic Fever,1
2012-W45,Diphtheria,0
2012-W45,Encephalitis,0
2012-W45,Haemophilus influenzae type b,0
2012-W45,"Hand, Foot Mouth Disease",237
2012-W45,Legionellosis,0
2012-W45,Malaria,1
2012-W45,Measles,3
2012-W45,Melioidosis,0
2012-W45,Meningococcal Infection,0
2012-W45,Mumps,11
2012-W45,Nipah virus infection,0
2012-W45,Paratyphoid,0
2012-W45,Pertussis,0
2012-W45,Plague,0
2012-W45,Pneumococcal Disease (invasive),3
2012-W45,Poliomyelitis,0
2012-W45,Rubella,2
2012-W45,Salmonellosis(non-enteric fevers),33
2012-W45,SARS,0
2012-W45,Typhoid,3
2012-W45,Viral Hepatitis A,3
2012-W45,Viral Hepatitis E,3
2012-W45,Yellow Fever,0
2012-W46,Acute Viral hepatitis B,0
2012-W46,Acute Viral hepatitis C,0
2012-W46,Avian Influenza,0
2012-W46,Campylobacterenterosis,5
2012-W46,Chikungunya Fever,1
2012-W46,Cholera,0
2012-W46,Dengue Fever,87
2012-W46,Dengue Haemorrhagic Fever,1
2012-W46,Diphtheria,0
2012-W46,Encephalitis,1
2012-W46,Haemophilus influenzae type b,0
2012-W46,"Hand, Foot Mouth Disease",238
2012-W46,Legionellosis,0
2012-W46,Malaria,1
2012-W46,Measles,1
2012-W46,Melioidosis,0
2012-W46,Meningococcal Infection,0
2012-W46,Mumps,5
2012-W46,Nipah virus infection,0
2012-W46,Paratyphoid,0
2012-W46,Pertussis,1
2012-W46,Plague,0
2012-W46,Pneumococcal Disease (invasive),1
2012-W46,Poliomyelitis,0
2012-W46,Rubella,1
2012-W46,Salmonellosis(non-enteric fevers),32
2012-W46,SARS,0
2012-W46,Typhoid,0
2012-W46,Viral Hepatitis A,2
2012-W46,Viral Hepatitis E,1
2012-W46,Yellow Fever,0
2012-W47,Acute Viral hepatitis B,1
2012-W47,Acute Viral hepatitis C,0
2012-W47,Avian Influenza,0
2012-W47,Campylobacterenterosis,8
2012-W47,Chikungunya Fever,0
2012-W47,Cholera,0
2012-W47,Dengue Fever,99
2012-W47,Dengue Haemorrhagic Fever,1
2012-W47,Diphtheria,0
2012-W47,Encephalitis,1
2012-W47,Haemophilus influenzae type b,0
2012-W47,"Hand, Foot Mouth Disease",283
2012-W47,Legionellosis,5
2012-W47,Malaria,1
2012-W47,Measles,1
2012-W47,Melioidosis,2
2012-W47,Meningococcal Infection,0
2012-W47,Mumps,6
2012-W47,Nipah virus infection,0
2012-W47,Paratyphoid,0
2012-W47,Pertussis,0
2012-W47,Plague,0
2012-W47,Pneumococcal Disease (invasive),3
2012-W47,Poliomyelitis,0
2012-W47,Rubella,0
2012-W47,Salmonellosis(non-enteric fevers),24
2012-W47,SARS,0
2012-W47,Typhoid,0
2012-W47,Viral Hepatitis A,2
2012-W47,Viral Hepatitis E,2
2012-W47,Yellow Fever,0
2012-W48,Acute Viral hepatitis B,5
2012-W48,Acute Viral hepatitis C,0
2012-W48,Avian Influenza,0
2012-W48,Campylobacterenterosis,9
2012-W48,Chikungunya Fever,0
2012-W48,Cholera,0
2012-W48,Dengue Fever,80
2012-W48,Dengue Haemorrhagic Fever,0
2012-W48,Diphtheria,0
2012-W48,Encephalitis,0
2012-W48,Haemophilus influenzae type b,0
2012-W48,"Hand, Foot Mouth Disease",219
2012-W48,Legionellosis,1
2012-W48,Malaria,3
2012-W48,Measles,0
2012-W48,Melioidosis,0
2012-W48,Meningococcal Infection,0
2012-W48,Mumps,13
2012-W48,Nipah virus infection,0
2012-W48,Paratyphoid,0
2012-W48,Pertussis,0
2012-W48,Plague,0
2012-W48,Pneumococcal Disease (invasive),6
2012-W48,Poliomyelitis,0
2012-W48,Rubella,1
2012-W48,Salmonellosis(non-enteric fevers),35
2012-W48,SARS,0
2012-W48,Typhoid,2
2012-W48,Viral Hepatitis A,5
2012-W48,Viral Hepatitis E,5
2012-W48,Yellow Fever,0
2012-W49,Acute Viral hepatitis B,1
2012-W49,Acute Viral hepatitis C,0
2012-W49,Avian Influenza,0
2012-W49,Campylobacterenterosis,9
2012-W49,Chikungunya Fever,3
2012-W49,Cholera,0
2012-W49,Dengue Fever,78
2012-W49,Dengue Haemorrhagic Fever,0
2012-W49,Diphtheria,0
2012-W49,Encephalitis,0
2012-W49,Haemophilus influenzae type b,0
2012-W49,"Hand, Foot Mouth Disease",217
2012-W49,Legionellosis,0
2012-W49,Malaria,3
2012-W49,Measles,0
2012-W49,Melioidosis,0
2012-W49,Meningococcal Infection,0
2012-W49,Mumps,7
2012-W49,Nipah virus infection,0
2012-W49,Paratyphoid,1
2012-W49,Pertussis,0
2012-W49,Plague,0
2012-W49,Pneumococcal Disease (invasive),2
2012-W49,Poliomyelitis,0
2012-W49,Rubella,2
2012-W49,Salmonellosis(non-enteric fevers),35
2012-W49,SARS,0
2012-W49,Typhoid,2
2012-W49,Viral Hepatitis A,0
2012-W49,Viral Hepatitis E,0
2012-W49,Yellow Fever,0
2012-W50,Acute Viral hepatitis B,2
2012-W50,Acute Viral hepatitis C,0
2012-W50,Avian Influenza,0
2012-W50,Campylobacterenterosis,11
2012-W50,Chikungunya Fever,0
2012-W50,Cholera,0
2012-W50,Dengue Fever,104
2012-W50,Dengue Haemorrhagic Fever,1
2012-W50,Diphtheria,0
2012-W50,Encephalitis,0
2012-W50,Haemophilus influenzae type b,0
2012-W50,"Hand, Foot Mouth Disease",198
2012-W50,Legionellosis,0
2012-W50,Malaria,2
2012-W50,Measles,0
2012-W50,Melioidosis,1
2012-W50,Meningococcal Infection,0
2012-W50,Mumps,7
2012-W50,Nipah virus infection,0
2012-W50,Paratyphoid,1
2012-W50,Pertussis,0
2012-W50,Plague,0
2012-W50,Pneumococcal Disease (invasive),3
2012-W50,Poliomyelitis,0
2012-W50,Rubella,0
2012-W50,Salmonellosis(non-enteric fevers),23
2012-W50,SARS,0
2012-W50,Typhoid,2
2012-W50,Viral Hepatitis A,1
2012-W50,Viral Hepatitis E,1
2012-W50,Yellow Fever,0
2012-W51,Acute Viral hepatitis B,2
2012-W51,Acute Viral hepatitis C,0
2012-W51,Avian Influenza,0
2012-W51,Campylobacterenterosis,9
2012-W51,Chikungunya Fever,3
2012-W51,Cholera,0
2012-W51,Dengue Fever,92
2012-W51,Dengue Haemorrhagic Fever,2
2012-W51,Diphtheria,0
2012-W51,Encephalitis,3
2012-W51,Haemophilus influenzae type b,0
2012-W51,"Hand, Foot Mouth Disease",185
2012-W51,Legionellosis,1
2012-W51,Malaria,0
2012-W51,Measles,0
2012-W51,Melioidosis,0
2012-W51,Meningococcal Infection,0
2012-W51,Mumps,2
2012-W51,Nipah virus infection,0
2012-W51,Paratyphoid,0
2012-W51,Pertussis,0
2012-W51,Plague,0
2012-W51,Pneumococcal Disease (invasive),3
2012-W51,Poliomyelitis,0
2012-W51,Rubella,0
2012-W51,Salmonellosis(non-enteric fevers),34
2012-W51,SARS,0
2012-W51,Typhoid,3
